"";"Gender";"Ever_Married";"Age";"Graduated";"Profession";"Work_Experience";"Spending_Score";"Family_Size";"Var_1";"Segmentation"
"2927";"Female";"No";20;"No";"Healthcare";3;"Low";3;"Cat_1";"D"
"2929";"Male";"Yes";75;"No";"Lawyer";0;"Low";1;"Cat_6";"D"
"2931";"Female";"No";32;"No";"Homemaker";8;"Low";1;"Cat_6";"D"
"2933";"Female";"No";43;"Yes";"Artist";1;"Low";1;"Cat_6";"A"
"2934";"Male";"Yes";69;"Yes";"Lawyer";1;"Low";1;"Cat_6";"B"
"2935";"Male";"Yes";38;"No";"Entertainment";1;"Low";3;"Cat_4";"A"
"2936";"Female";"No";29;"No";"Engineer";1;"Low";4;"Cat_6";"C"
"2937";"Male";"Yes";56;"Yes";"Artist";0;"Low";1;"Cat_6";"D"
"2939";"Male";"Yes";53;"Yes";"Executive";9;"Low";1;"Cat_4";"D"
"2940";"Female";"No";37;"Yes";"Artist";1;"Low";1;"Cat_3";"A"
"2941";"Male";"Yes";28;"No";"Executive";1;"High";5;"Cat_6";"A"
"2943";"Female";"Yes";74;"Yes";"Artist";0;"Average";2;"Cat_6";"B"
"2944";"Male";"Yes";51;"Yes";"Entertainment";1;"Average";4;"Cat_6";"C"
"2945";"Female";"Yes";88;"Yes";"Lawyer";0;"Low";1;"Cat_6";"D"
"2946";"Female";"Yes";50;"Yes";"Artist";0;"Average";2;"Cat_3";"C"
"2947";"Male";"No";19;"No";"Healthcare";1;"Low";7;"Cat_4";"D"
"2949";"Female";"No";32;"Yes";"Artist";6;"Low";1;"Cat_3";"B"
"2950";"Female";"Yes";45;"Yes";"Executive";1;"High";3;"Cat_3";"B"
"2952";"Female";"No";33;"Yes";"Artist";1;"Low";2;"Cat_6";"C"
"2954";"Male";"Yes";53;"Yes";"Executive";1;"High";4;"Cat_4";"B"
"2955";"Female";"No";18;"No";"Healthcare";1;"Low";3;"Cat_6";"D"
"2956";"Male";"No";45;"Yes";"Entertainment";1;"Low";1;"Cat_7";"A"
"2958";"Female";"No";26;"Yes";"Doctor";9;"Low";4;"Cat_6";"D"
"2959";"Male";"Yes";46;"Yes";"Doctor";7;"Average";2;"Cat_6";"C"
"2960";"Male";"Yes";35;"Yes";"Healthcare";6;"Average";2;"Cat_6";"A"
"2961";"Female";"No";32;"Yes";"Marketing";8;"Low";6;"Cat_1";"A"
"2963";"Female";"Yes";25;"Yes";"Artist";8;"Average";2;"Cat_4";"C"
"2964";"Female";"Yes";63;"Yes";"Artist";0;"Average";4;"Cat_6";"C"
"2965";"Female";"No";23;"No";"Healthcare";9;"Low";4;"Cat_6";"D"
"2966";"Female";"No";26;"Yes";"Engineer";9;"Low";8;"Cat_6";"A"
"2967";"Female";"Yes";46;"Yes";"Artist";1;"High";3;"Cat_6";"C"
"2968";"Male";"Yes";70;"No";"Engineer";0;"Average";2;"Cat_6";"B"
"2969";"Female";"Yes";40;"Yes";"Engineer";1;"Average";4;"Cat_5";"B"
"2970";"Male";"No";33;"Yes";"Entertainment";6;"Low";1;"Cat_6";"A"
"2971";"Male";"Yes";48;"Yes";"Homemaker";10;"Low";3;"Cat_6";"C"
"2972";"Male";"No";39;"Yes";"Entertainment";9;"Low";2;"Cat_3";"D"
"2974";"Male";"Yes";61;"Yes";"Artist";1;"Average";3;"Cat_6";"C"
"2975";"Male";"Yes";52;"Yes";"Marketing";1;"Low";3;"Cat_3";"D"
"2976";"Female";"Yes";26;"No";"Entertainment";1;"Average";2;"Cat_4";"A"
"2978";"Female";"Yes";40;"No";"Engineer";1;"Low";2;"Cat_6";"A"
"2982";"Female";"Yes";73;"Yes";"Artist";2;"High";2;"Cat_6";"C"
"2983";"Female";"No";29;"Yes";"Doctor";9;"Low";5;"Cat_3";"B"
"2984";"Male";"Yes";35;"Yes";"Homemaker";9;"Average";4;"Cat_6";"A"
"2985";"Female";"No";26;"Yes";"Artist";1;"Low";4;"Cat_6";"C"
"2986";"Female";"No";39;"No";"Healthcare";4;"Low";3;"Cat_6";"D"
"2987";"Male";"No";28;"Yes";"Healthcare";1;"Low";5;"Cat_6";"D"
"2988";"Female";"No";37;"Yes";"Artist";1;"Low";2;"Cat_6";"C"
"2989";"Female";"Yes";36;"Yes";"Homemaker";8;"Average";2;"Cat_7";"B"
"2990";"Male";"Yes";41;"No";"Executive";0;"Low";3;"Cat_1";"D"
"2991";"Female";"No";39;"Yes";"Engineer";1;"Low";1;"Cat_6";"A"
"2992";"Male";"Yes";74;"Yes";"Lawyer";1;"Low";1;"Cat_2";"C"
"2993";"Female";"No";23;"No";"Healthcare";0;"Low";3;"Cat_4";"D"
"2994";"Male";"No";25;"No";"Healthcare";3;"Low";5;"Cat_2";"D"
"2995";"Female";"Yes";50;"No";"Artist";0;"Average";5;"Cat_4";"B"
"2997";"Female";"No";30;"Yes";"Healthcare";2;"Low";3;"Cat_6";"B"
"2998";"Male";"Yes";66;"No";"Entertainment";0;"Average";2;"Cat_6";"B"
"2999";"Male";"Yes";29;"Yes";"Entertainment";0;"Low";2;"Cat_6";"B"
"3000";"Female";"Yes";43;"No";"Artist";4;"Low";1;"Cat_6";"B"
"3001";"Female";"Yes";56;"Yes";"Artist";0;"Low";1;"Cat_6";"B"
"3002";"Female";"Yes";42;"Yes";"Engineer";1;"High";3;"Cat_3";"A"
"3003";"Female";"No";39;"Yes";"Artist";7;"Low";1;"Cat_6";"A"
"3004";"Female";"No";40;"Yes";"Engineer";0;"Low";1;"Cat_6";"A"
"3006";"Female";"Yes";39;"Yes";"Artist";0;"Low";1;"Cat_6";"A"
"3007";"Female";"No";46;"Yes";"Engineer";1;"Low";2;"Cat_7";"D"
"3008";"Female";"Yes";40;"Yes";"Artist";1;"High";3;"Cat_6";"B"
"3009";"Female";"Yes";78;"No";"Lawyer";0;"High";2;"Cat_6";"A"
"3010";"Female";"Yes";45;"Yes";"Homemaker";8;"High";4;"Cat_6";"B"
"3011";"Male";"Yes";58;"Yes";"Artist";0;"Average";2;"Cat_6";"C"
"3012";"Female";"No";31;"Yes";"Entertainment";0;"Low";4;"Cat_6";"A"
"3013";"Female";"Yes";57;"Yes";"Engineer";1;"Low";4;"Cat_3";"C"
"3014";"Male";"No";32;"Yes";"Healthcare";0;"Low";4;"Cat_6";"B"
"3015";"Male";"Yes";27;"No";"Entertainment";6;"Low";4;"Cat_6";"A"
"3016";"Male";"No";27;"No";"Entertainment";6;"Low";4;"Cat_6";"D"
"3017";"Male";"No";25;"Yes";"Healthcare";9;"Low";4;"Cat_4";"C"
"3018";"Male";"Yes";57;"No";"Executive";1;"Low";2;"Cat_6";"C"
"3019";"Male";"No";18;"No";"Healthcare";11;"Low";1;"Cat_4";"D"
"3020";"Female";"Yes";69;"Yes";"Artist";0;"Low";2;"Cat_6";"C"
"3021";"Male";"Yes";59;"No";"Engineer";1;"Low";2;"Cat_4";"A"
"3022";"Female";"Yes";36;"Yes";"Entertainment";7;"Average";2;"Cat_6";"B"
"3023";"Male";"No";19;"No";"Healthcare";1;"Low";3;"Cat_6";"D"
"3024";"Female";"Yes";40;"Yes";"Artist";9;"Low";2;"Cat_6";"C"
"3025";"Female";"No";20;"No";"Engineer";8;"Low";5;"Cat_4";"D"
"3026";"Female";"Yes";63;"Yes";"Artist";1;"Average";3;"Cat_6";"C"
"3028";"Male";"Yes";42;"Yes";"Entertainment";3;"Average";4;"Cat_6";"B"
"3030";"Female";"Yes";25;"No";"Engineer";7;"Average";2;"Cat_4";"D"
"3031";"Male";"Yes";48;"No";"Executive";1;"Average";4;"Cat_6";"A"
"3032";"Female";"Yes";52;"Yes";"Artist";0;"Low";3;"Cat_6";"B"
"3033";"Male";"Yes";35;"Yes";"Artist";8;"Average";2;"Cat_6";"C"
"3034";"Female";"Yes";74;"No";"Lawyer";0;"Low";1;"Cat_6";"D"
"3035";"Female";"Yes";33;"No";"Homemaker";8;"Average";4;"Cat_4";"D"
"3036";"Male";"Yes";45;"No";"Executive";11;"High";9;"Cat_4";"A"
"3037";"Male";"Yes";49;"No";"Artist";1;"Low";1;"Cat_6";"C"
"3038";"Male";"Yes";37;"Yes";"Doctor";8;"Average";2;"Cat_6";"A"
"3039";"Female";"Yes";40;"No";"Engineer";0;"Low";5;"Cat_6";"C"
"3040";"Female";"No";29;"No";"Artist";0;"Low";3;"Cat_4";"A"
"3041";"Male";"Yes";72;"No";"Executive";2;"High";7;"Cat_4";"A"
"3042";"Female";"Yes";49;"Yes";"Homemaker";2;"Average";4;"Cat_6";"B"
"3044";"Male";"Yes";55;"Yes";"Entertainment";0;"Average";4;"Cat_6";"C"
"3045";"Male";"No";28;"Yes";"Entertainment";14;"Low";2;"Cat_6";"D"
"3046";"Male";"No";52;"Yes";"Entertainment";1;"Low";1;"Cat_3";"A"
"3050";"Female";"No";41;"No";"Artist";0;"Low";1;"Cat_6";"A"
"3052";"Female";"Yes";56;"Yes";"Engineer";0;"High";2;"Cat_6";"B"
"3053";"Female";"Yes";51;"Yes";"Marketing";9;"Average";1;"Cat_3";"A"
"3054";"Male";"Yes";57;"Yes";"Entertainment";0;"Low";2;"Cat_6";"A"
"3055";"Male";"Yes";60;"Yes";"Entertainment";0;"Low";4;"Cat_6";"A"
"3056";"Male";"No";27;"No";"Entertainment";14;"Low";3;"Cat_6";"D"
"3057";"Male";"Yes";50;"Yes";"Doctor";0;"Average";3;"Cat_2";"B"
"3058";"Female";"No";40;"Yes";"Artist";2;"Low";1;"Cat_6";"B"
"3059";"Female";"Yes";69;"Yes";"Artist";9;"High";2;"Cat_6";"C"
"3060";"Female";"No";41;"Yes";"Marketing";1;"Low";1;"Cat_6";"D"
"3061";"Male";"Yes";70;"No";"Entertainment";1;"Low";1;"Cat_6";"A"
"3062";"Male";"No";32;"Yes";"Entertainment";1;"Low";1;"Cat_4";"A"
"3064";"Female";"No";73;"Yes";"Lawyer";0;"Low";1;"Cat_6";"B"
"3065";"Male";"No";19;"No";"Engineer";7;"Low";5;"Cat_2";"D"
"3066";"Male";"Yes";70;"No";"Artist";1;"Average";2;"Cat_6";"C"
"3067";"Male";"Yes";33;"Yes";"Doctor";9;"Average";2;"Cat_4";"D"
"3068";"Female";"Yes";49;"Yes";"Artist";1;"Average";5;"Cat_6";"C"
"3069";"Female";"Yes";89;"Yes";"Lawyer";1;"High";3;"Cat_6";"A"
"3070";"Male";"No";25;"No";"Doctor";6;"Low";1;"Cat_6";"D"
"3071";"Female";"Yes";35;"Yes";"Engineer";5;"Low";2;"Cat_6";"B"
"3073";"Male";"Yes";47;"Yes";"Artist";0;"Average";2;"Cat_3";"C"
"3074";"Female";"No";48;"Yes";"Artist";1;"Low";1;"Cat_7";"D"
"3075";"Male";"Yes";45;"Yes";"Engineer";5;"Average";5;"Cat_6";"B"
"3077";"Female";"Yes";46;"Yes";"Artist";2;"Low";2;"Cat_6";"C"
"3079";"Female";"No";26;"No";"Engineer";1;"Low";2;"Cat_6";"A"
"3081";"Male";"Yes";51;"Yes";"Entertainment";0;"High";5;"Cat_3";"A"
"3082";"Male";"Yes";52;"No";"Executive";9;"Average";4;"Cat_6";"A"
"3083";"Male";"Yes";53;"Yes";"Executive";9;"Low";1;"Cat_4";"D"
"3084";"Male";"No";42;"Yes";"Artist";4;"Low";2;"Cat_2";"A"
"3085";"Female";"No";47;"Yes";"Homemaker";9;"Low";3;"Cat_4";"A"
"3086";"Female";"Yes";41;"Yes";"Artist";0;"Low";3;"Cat_6";"A"
"3087";"Male";"Yes";52;"Yes";"Artist";2;"Average";4;"Cat_6";"A"
"3088";"Female";"No";30;"Yes";"Doctor";0;"Low";5;"Cat_6";"D"
"3089";"Male";"Yes";47;"No";"Artist";0;"Low";2;"Cat_6";"A"
"3090";"Male";"Yes";61;"No";"Engineer";0;"Low";4;"Cat_6";"D"
"3092";"Male";"Yes";31;"No";"Executive";9;"Average";2;"Cat_6";"A"
"3094";"Male";"Yes";47;"Yes";"Artist";1;"Average";3;"Cat_6";"C"
"3095";"Female";"Yes";86;"Yes";"Lawyer";0;"High";2;"Cat_6";"C"
"3096";"Male";"Yes";31;"Yes";"Entertainment";0;"Average";2;"Cat_6";"A"
"3097";"Male";"No";30;"No";"Doctor";0;"Low";5;"Cat_6";"D"
"3098";"Female";"No";32;"Yes";"Marketing";0;"Low";3;"Cat_2";"B"
"3099";"Male";"Yes";41;"Yes";"Artist";7;"High";2;"Cat_3";"C"
"3100";"Female";"Yes";37;"No";"Engineer";3;"High";2;"Cat_6";"D"
"3101";"Female";"No";51;"No";"Entertainment";1;"Low";1;"Cat_6";"A"
"3102";"Male";"Yes";46;"Yes";"Artist";1;"Average";4;"Cat_6";"B"
"3104";"Male";"No";38;"Yes";"Healthcare";8;"Low";1;"Cat_6";"A"
"3106";"Female";"No";21;"No";"Healthcare";7;"Low";5;"Cat_2";"D"
"3107";"Male";"No";21;"No";"Healthcare";0;"Low";5;"Cat_6";"D"
"3108";"Female";"Yes";75;"Yes";"Lawyer";3;"High";2;"Cat_6";"A"
"3109";"Male";"Yes";68;"No";"Executive";0;"High";2;"Cat_4";"D"
"3110";"Female";"No";22;"No";"Doctor";1;"Low";5;"Cat_6";"C"
"3111";"Female";"No";35;"Yes";"Healthcare";9;"Low";1;"Cat_6";"D"
"3112";"Male";"Yes";35;"Yes";"Artist";1;"Average";4;"Cat_6";"C"
"3113";"Male";"Yes";72;"Yes";"Artist";0;"Average";2;"Cat_6";"B"
"3114";"Male";"Yes";68;"Yes";"Artist";2;"Low";1;"Cat_6";"B"
"3115";"Male";"No";27;"No";"Doctor";7;"Low";3;"Cat_6";"C"
"3116";"Female";"No";33;"No";"Entertainment";1;"Low";1;"Cat_3";"A"
"3117";"Female";"Yes";69;"Yes";"Entertainment";1;"High";2;"Cat_6";"B"
"3118";"Male";"No";22;"No";"Healthcare";0;"Low";5;"Cat_2";"D"
"3119";"Male";"Yes";47;"No";"Entertainment";1;"Low";2;"Cat_6";"A"
"3120";"Male";"Yes";53;"Yes";"Artist";8;"Low";1;"Cat_6";"A"
"3124";"Male";"Yes";38;"Yes";"Entertainment";0;"Low";2;"Cat_4";"A"
"3125";"Female";"No";25;"No";"Doctor";0;"Low";3;"Cat_6";"B"
"3126";"Male";"Yes";57;"Yes";"Artist";0;"Average";2;"Cat_6";"B"
"3128";"Female";"Yes";33;"Yes";"Entertainment";0;"Low";5;"Cat_6";"B"
"3130";"Female";"No";22;"No";"Healthcare";0;"Low";6;"Cat_6";"D"
"3131";"Male";"Yes";68;"No";"Executive";1;"High";2;"Cat_6";"A"
"3132";"Male";"No";35;"Yes";"Artist";13;"Low";1;"Cat_6";"B"
"3133";"Male";"No";27;"No";"Healthcare";1;"Low";4;"Cat_6";"D"
"3134";"Male";"Yes";52;"Yes";"Artist";1;"Low";4;"Cat_6";"C"
"3135";"Male";"Yes";46;"No";"Entertainment";8;"Low";1;"Cat_3";"A"
"3136";"Female";"No";40;"Yes";"Artist";0;"Low";4;"Cat_3";"A"
"3138";"Female";"Yes";62;"Yes";"Homemaker";1;"Low";1;"Cat_2";"B"
"3139";"Female";"Yes";43;"Yes";"Entertainment";8;"Low";1;"Cat_6";"B"
"3141";"Female";"No";42;"Yes";"Artist";9;"Low";1;"Cat_6";"C"
"3143";"Male";"No";19;"No";"Entertainment";1;"Low";6;"Cat_4";"C"
"3145";"Male";"Yes";43;"Yes";"Engineer";5;"High";2;"Cat_3";"A"
"3146";"Male";"No";32;"No";"Doctor";9;"Low";4;"Cat_3";"D"
"3147";"Male";"No";40;"Yes";"Artist";8;"Low";2;"Cat_3";"B"
"3148";"Female";"Yes";48;"Yes";"Engineer";0;"High";2;"Cat_4";"B"
"3149";"Male";"No";38;"Yes";"Doctor";7;"Low";1;"Cat_6";"C"
"3150";"Male";"Yes";68;"No";"Lawyer";2;"Low";3;"Cat_4";"A"
"3152";"Male";"Yes";35;"Yes";"Artist";2;"Low";3;"Cat_2";"B"
"3154";"Male";"Yes";60;"Yes";"Artist";0;"Average";2;"Cat_6";"C"
"3155";"Female";"No";26;"Yes";"Healthcare";1;"Low";5;"Cat_6";"B"
"3156";"Female";"No";28;"Yes";"Artist";5;"Low";4;"Cat_6";"D"
"3157";"Male";"Yes";75;"No";"Lawyer";1;"Low";1;"Cat_4";"D"
"3158";"Female";"Yes";25;"No";"Entertainment";2;"Low";2;"Cat_6";"D"
"3159";"Female";"Yes";35;"Yes";"Artist";8;"Average";2;"Cat_6";"C"
"3160";"Male";"Yes";56;"Yes";"Doctor";0;"Low";1;"Cat_6";"A"
"3161";"Male";"Yes";41;"Yes";"Entertainment";2;"Average";2;"Cat_6";"A"
"3163";"Female";"No";36;"Yes";"Healthcare";1;"Low";2;"Cat_6";"A"
"3164";"Female";"No";31;"Yes";"Artist";0;"Low";2;"Cat_6";"A"
"3165";"Male";"Yes";68;"No";"Lawyer";0;"Low";2;"Cat_6";"D"
"3166";"Male";"No";30;"No";"Healthcare";1;"Low";4;"Cat_2";"D"
"3167";"Male";"Yes";62;"No";"Artist";1;"Average";2;"Cat_6";"C"
"3168";"Female";"No";39;"Yes";"Homemaker";10;"Low";1;"Cat_2";"D"
"3169";"Female";"Yes";72;"No";"Lawyer";0;"High";7;"Cat_3";"D"
"3170";"Male";"No";31;"Yes";"Healthcare";1;"Low";3;"Cat_6";"C"
"3171";"Female";"Yes";65;"Yes";"Artist";1;"Average";4;"Cat_6";"C"
"3172";"Male";"Yes";68;"Yes";"Artist";1;"Low";1;"Cat_6";"A"
"3173";"Male";"Yes";39;"No";"Entertainment";1;"Average";4;"Cat_4";"B"
"3175";"Female";"No";28;"No";"Healthcare";8;"Low";4;"Cat_3";"C"
"3176";"Male";"Yes";43;"Yes";"Artist";8;"Average";2;"Cat_6";"B"
"3177";"Male";"Yes";77;"Yes";"Artist";1;"High";2;"Cat_6";"A"
"3178";"Female";"No";42;"Yes";"Artist";13;"Low";1;"Cat_6";"C"
"3179";"Male";"No";31;"Yes";"Healthcare";14;"Low";4;"Cat_6";"B"
"3181";"Female";"No";85;"Yes";"Lawyer";0;"Low";3;"Cat_6";"A"
"3182";"Male";"No";26;"Yes";"Artist";1;"Low";2;"Cat_6";"A"
"3183";"Female";"No";35;"Yes";"Artist";0;"Low";1;"Cat_6";"B"
"3184";"Female";"Yes";76;"Yes";"Artist";1;"High";2;"Cat_6";"C"
"3185";"Female";"No";37;"No";"Homemaker";9;"Low";1;"Cat_6";"D"
"3186";"Male";"No";33;"No";"Doctor";2;"Low";4;"Cat_6";"A"
"3188";"Female";"Yes";40;"Yes";"Artist";0;"Low";1;"Cat_6";"B"
"3189";"Male";"No";79;"No";"Lawyer";0;"Low";1;"Cat_4";"D"
"3190";"Male";"No";47;"Yes";"Engineer";0;"Low";3;"Cat_6";"A"
"3191";"Female";"Yes";78;"No";"Entertainment";3;"Average";2;"Cat_6";"A"
"3192";"Male";"Yes";50;"Yes";"Executive";0;"High";4;"Cat_6";"C"
"3193";"Female";"Yes";46;"Yes";"Artist";1;"Average";2;"Cat_6";"B"
"3195";"Female";"No";37;"No";"Artist";0;"Low";2;"Cat_6";"D"
"3196";"Female";"Yes";35;"No";"Artist";11;"Low";2;"Cat_4";"A"
"3197";"Male";"Yes";51;"No";"Executive";9;"Average";3;"Cat_4";"A"
"3198";"Female";"No";51;"Yes";"Artist";1;"Low";1;"Cat_6";"B"
"3199";"Female";"Yes";71;"Yes";"Lawyer";8;"High";2;"Cat_6";"C"
"3201";"Male";"Yes";77;"No";"Lawyer";0;"Low";1;"Cat_6";"A"
"3202";"Male";"Yes";60;"Yes";"Artist";0;"Low";3;"Cat_6";"C"
"3204";"Female";"Yes";43;"Yes";"Doctor";0;"Low";1;"Cat_6";"B"
"3206";"Male";"No";30;"No";"Healthcare";8;"Low";3;"Cat_6";"A"
"3208";"Female";"Yes";62;"Yes";"Artist";1;"Low";4;"Cat_4";"C"
"3210";"Female";"Yes";48;"Yes";"Artist";0;"Average";2;"Cat_3";"B"
"3211";"Male";"Yes";66;"Yes";"Lawyer";0;"Low";1;"Cat_6";"D"
"3212";"Male";"Yes";25;"No";"Executive";0;"High";3;"Cat_1";"A"
"3213";"Male";"No";26;"Yes";"Healthcare";1;"Low";5;"Cat_6";"D"
"3215";"Male";"Yes";52;"Yes";"Healthcare";0;"Average";4;"Cat_6";"C"
"3216";"Female";"No";18;"No";"Healthcare";5;"Low";4;"Cat_6";"D"
"3217";"Female";"Yes";58;"Yes";"Artist";1;"Average";2;"Cat_6";"C"
"3219";"Male";"Yes";39;"No";"Executive";2;"High";5;"Cat_6";"B"
"3220";"Male";"Yes";19;"No";"Executive";0;"High";3;"Cat_4";"A"
"3221";"Female";"Yes";46;"No";"Engineer";9;"Average";1;"Cat_4";"A"
"3222";"Male";"Yes";68;"Yes";"Lawyer";0;"High";2;"Cat_6";"C"
"3223";"Male";"Yes";41;"No";"Artist";0;"Average";2;"Cat_6";"B"
"3224";"Male";"No";25;"Yes";"Healthcare";0;"Low";1;"Cat_6";"D"
"3225";"Male";"Yes";50;"No";"Artist";1;"Average";5;"Cat_4";"B"
"3226";"Female";"Yes";30;"No";"Artist";1;"Average";2;"Cat_3";"D"
"3228";"Female";"Yes";52;"Yes";"Artist";0;"Average";4;"Cat_6";"C"
"3229";"Male";"No";31;"No";"Doctor";4;"Low";7;"Cat_4";"D"
"3230";"Male";"Yes";80;"Yes";"Lawyer";0;"Low";1;"Cat_6";"D"
"3231";"Male";"Yes";51;"Yes";"Artist";1;"Average";4;"Cat_6";"B"
"3232";"Female";"Yes";39;"Yes";"Artist";2;"Average";4;"Cat_6";"C"
"3233";"Male";"No";29;"Yes";"Doctor";1;"Low";4;"Cat_6";"B"
"3235";"Female";"Yes";53;"Yes";"Artist";4;"Average";5;"Cat_6";"C"
"3236";"Male";"Yes";33;"Yes";"Executive";11;"High";9;"Cat_4";"A"
"3237";"Male";"Yes";69;"Yes";"Lawyer";0;"High";4;"Cat_6";"C"
"3238";"Female";"No";33;"No";"Doctor";1;"Low";3;"Cat_6";"D"
"3240";"Female";"Yes";48;"No";"Executive";9;"Average";3;"Cat_2";"B"
"3241";"Male";"Yes";28;"No";"Doctor";8;"Low";2;"Cat_6";"A"
"3242";"Female";"No";29;"Yes";"Artist";8;"Low";1;"Cat_6";"B"
"3243";"Female";"Yes";47;"Yes";"Artist";0;"Low";1;"Cat_4";"B"
"3244";"Female";"No";40;"No";"Doctor";14;"Low";6;"Cat_7";"D"
"3246";"Female";"Yes";63;"No";"Artist";1;"Average";4;"Cat_6";"C"
"3247";"Male";"No";27;"Yes";"Entertainment";0;"Low";4;"Cat_2";"C"
"3248";"Female";"Yes";38;"No";"Doctor";9;"Average";5;"Cat_4";"D"
"3249";"Male";"Yes";59;"Yes";"Artist";4;"High";4;"Cat_6";"B"
"3250";"Male";"Yes";38;"Yes";"Doctor";11;"Average";3;"Cat_6";"A"
"3251";"Female";"No";22;"No";"Doctor";1;"Low";4;"Cat_7";"B"
"3252";"Female";"No";25;"No";"Doctor";3;"Low";4;"Cat_3";"C"
"3253";"Male";"Yes";49;"Yes";"Artist";1;"Low";1;"Cat_6";"A"
"3254";"Male";"Yes";45;"Yes";"Artist";0;"Average";2;"Cat_6";"C"
"3255";"Male";"No";21;"No";"Marketing";7;"Low";3;"Cat_6";"B"
"3256";"Female";"No";26;"No";"Engineer";0;"Low";3;"Cat_6";"D"
"3257";"Female";"Yes";52;"Yes";"Artist";8;"Average";4;"Cat_6";"A"
"3258";"Male";"No";27;"Yes";"Entertainment";1;"Low";5;"Cat_4";"D"
"3259";"Male";"No";32;"No";"Healthcare";12;"Low";4;"Cat_6";"D"
"3260";"Female";"Yes";89;"Yes";"Lawyer";1;"High";2;"Cat_6";"A"
"3261";"Male";"Yes";39;"Yes";"Artist";1;"Average";2;"Cat_6";"C"
"3262";"Female";"Yes";41;"Yes";"Artist";3;"Average";3;"Cat_6";"C"
"3263";"Male";"No";26;"Yes";"Healthcare";0;"Low";3;"Cat_6";"B"
"3264";"Male";"Yes";45;"Yes";"Artist";7;"Low";2;"Cat_2";"A"
"3265";"Female";"No";40;"Yes";"Entertainment";14;"Low";1;"Cat_6";"A"
"3266";"Female";"No";26;"Yes";"Artist";1;"Low";2;"Cat_6";"D"
"3267";"Female";"No";63;"Yes";"Healthcare";3;"Low";1;"Cat_6";"B"
"3268";"Female";"No";40;"No";"Entertainment";12;"Low";4;"Cat_6";"A"
"3269";"Male";"No";53;"Yes";"Entertainment";4;"Low";1;"Cat_6";"A"
"3271";"Female";"Yes";77;"No";"Lawyer";1;"High";2;"Cat_6";"D"
"3274";"Female";"Yes";60;"Yes";"Engineer";4;"Average";4;"Cat_2";"B"
"3275";"Female";"Yes";59;"Yes";"Entertainment";7;"Average";2;"Cat_6";"B"
"3276";"Male";"Yes";72;"No";"Entertainment";1;"Average";3;"Cat_6";"C"
"3277";"Male";"No";63;"Yes";"Artist";4;"Low";1;"Cat_6";"A"
"3278";"Female";"No";42;"Yes";"Artist";1;"Low";2;"Cat_6";"A"
"3279";"Male";"Yes";53;"No";"Executive";0;"High";2;"Cat_6";"B"
"3280";"Male";"Yes";81;"No";"Executive";9;"High";2;"Cat_6";"C"
"3281";"Female";"Yes";76;"Yes";"Lawyer";5;"High";3;"Cat_6";"A"
"3283";"Female";"No";28;"No";"Healthcare";1;"Low";2;"Cat_4";"A"
"3284";"Male";"No";27;"Yes";"Doctor";0;"Low";2;"Cat_3";"A"
"3287";"Male";"No";43;"Yes";"Artist";11;"Low";1;"Cat_3";"B"
"3288";"Male";"Yes";57;"Yes";"Entertainment";1;"Average";4;"Cat_6";"B"
"3289";"Female";"No";31;"No";"Healthcare";9;"Low";1;"Cat_6";"D"
"3290";"Male";"No";68;"Yes";"Lawyer";1;"Low";1;"Cat_6";"D"
"3291";"Male";"Yes";46;"No";"Executive";0;"High";4;"Cat_6";"A"
"3292";"Male";"No";32;"No";"Healthcare";0;"Low";4;"Cat_6";"A"
"3293";"Male";"Yes";51;"Yes";"Artist";5;"Average";3;"Cat_6";"B"
"3294";"Male";"No";19;"No";"Healthcare";1;"Low";4;"Cat_2";"D"
"3297";"Male";"Yes";62;"Yes";"Doctor";1;"High";2;"Cat_6";"C"
"3298";"Male";"Yes";47;"Yes";"Artist";1;"Average";2;"Cat_6";"C"
"3299";"Male";"Yes";28;"Yes";"Homemaker";13;"Average";2;"Cat_6";"B"
"3301";"Male";"Yes";61;"Yes";"Entertainment";0;"Average";2;"Cat_6";"C"
"3302";"Female";"No";25;"No";"Marketing";1;"Low";4;"Cat_4";"B"
"3303";"Male";"Yes";74;"Yes";"Lawyer";1;"High";2;"Cat_4";"B"
"3304";"Male";"Yes";38;"No";"Artist";1;"Low";2;"Cat_6";"B"
"3305";"Male";"Yes";28;"Yes";"Healthcare";9;"High";2;"Cat_6";"B"
"3307";"Male";"Yes";56;"Yes";"Executive";0;"High";4;"Cat_6";"B"
"3308";"Male";"No";25;"No";"Marketing";0;"Low";3;"Cat_3";"A"
"3309";"Female";"No";37;"Yes";"Artist";7;"Low";2;"Cat_3";"B"
"3310";"Female";"Yes";50;"Yes";"Doctor";0;"Average";2;"Cat_7";"C"
"3311";"Female";"Yes";48;"Yes";"Artist";3;"Low";1;"Cat_6";"A"
"3312";"Male";"No";48;"Yes";"Artist";0;"Low";1;"Cat_6";"A"
"3313";"Male";"Yes";48;"Yes";"Artist";0;"High";4;"Cat_6";"B"
"3314";"Male";"Yes";39;"Yes";"Artist";9;"Average";2;"Cat_3";"B"
"3315";"Male";"Yes";36;"Yes";"Artist";9;"Average";2;"Cat_6";"B"
"3316";"Male";"Yes";63;"Yes";"Artist";1;"Low";1;"Cat_6";"C"
"3317";"Male";"Yes";36;"Yes";"Artist";1;"Average";4;"Cat_6";"C"
